id,name,mobile no.,email address,age,gender,location,specially-abled,active-time,consumption habits,hygiene,condition,status,diet,noise tolerance,social preference,hobbies
188,aarti,6211601656,aarti578@yahoo.com,50,female,mumbai,no,morning-time,only smokes,forgotten toothbrush,asthma,travelling,vegetarian,moderate,introvert,writing
189,tanvi,9577999718,tanvi838@gmail.com,36,female,pune,no,humming bird,only smokes,dr. sanitizer,none,working,vegetarian,rock,extrovert,learning a new language
190,sindhu,6875525098,sindhu878@gmail.com,37,female,pune,no,humming bird,none,deo defender,diabetes,travelling,non-vegetarian,quite,ambivert,reading
191,mansi,6499077821,mansi616@outlook.com,28,female,kolkata,no,night-owl,only smokes,deo defender,thyroid,travelling,vegetarian,moderate,ambivert,learning a new language
192,mahendra,6651588823,mahendra360@hotmail.com,17,male,ahmedabad,no,morning-time,none,forgotten toothbrush,none,working,vegetarian,quite,ambivert,hiking
193,ashish,7817918897,ashish952@yahoo.com,17,male,mumbai,no,humming bird,only smokes,dr. sanitizer,none,student,non-vegetarian,rock,extrovert,video games
194,rakesh,8176474065,rakesh972@gmail.com,42,male,kolkata,no,night-owl,none,dr. sanitizer,none,travelling,vegetarian,moderate,extrovert,learning a new language
195,neelam,7336278480,neelam912@hotmail.com,37,female,hyderabad,no,night-owl,only smokes,forgotten toothbrush,none,travelling,eggetarian,moderate,extrovert,reading
196,indu,9894694763,indu543@outlook.com,46,female,bangalore,no,humming bird,only smokes,dr. sanitizer,none,travelling,eggetarian,quite,introvert,painting
197,advika,7491564432,advika981@hotmail.com,63,others,chennai,no,morning-time,both,dr. sanitizer,none,student,eggetarian,moderate,extrovert,writing
198,nirmala,8784479239,nirmala251@yahoo.com,38,female,patna,no,humming bird,none,forgotten toothbrush,none,working,eggetarian,rock,ambivert,cooking/baking
199,radha,6811372178,radha548@hotmail.com,56,female,bangalore,no,night-owl,both,deo defender,asthma,student,vegetarian,moderate,ambivert,hiking
200,tanvi,9713905534,tanvi512@outlook.com,57,female,kolkata,no,humming bird,only smokes,dr. sanitizer,thyroid,student,vegan,moderate,introvert,video games
201,vivek,6312123791,vivek855@outlook.com,51,male,hyderabad,no,humming bird,both,dr. sanitizer,none,student,vegetarian,quite,extrovert,gardening
202,devansh,9145805460,devansh942@gmail.com,22,male,hyderabad,no,humming bird,none,deo defender,none,student,eggetarian,rock,ambivert,gardening
203,kamini,7634050063,kamini782@yahoo.com,33,female,pune,no,humming bird,both,dr. sanitizer,none,working,non-vegetarian,quite,extrovert,reading
204,salman,6786270656,salman191@yahoo.com,43,male,bangalore,no,night-owl,both,forgotten toothbrush,obesity,travelling,vegetarian,moderate,introvert,reading
205,suresh,6415878662,suresh138@gmail.com,18,male,delhi,no,humming bird,only drinks,forgotten toothbrush,none,travelling,vegan,rock,extrovert,playing a musical instrument
206,priya,6897556858,priya570@yahoo.com,35,female,ahmedabad,no,morning-time,only smokes,deo defender,diabetes,student,vegan,rock,introvert,photography
207,parth,6044773985,parth533@hotmail.com,50,male,ahmedabad,no,humming bird,only drinks,deo defender,none,travelling,vegetarian,rock,extrovert,painting
208,shyam,9240200447,shyam612@gmail.com,41,male,bangalore,no,humming bird,none,forgotten toothbrush,none,student,vegetarian,quite,ambivert,cooking/baking
209,kunal,7060214242,kunal519@gmail.com,65,male,mumbai,no,humming bird,none,forgotten toothbrush,none,working,non-vegetarian,quite,introvert,painting
210,meenakshi,7596207437,meenakshi380@outlook.com,28,female,mumbai,no,night-owl,only drinks,forgotten toothbrush,none,working,vegetarian,rock,introvert,playing a musical instrument
211,om,9953082030,om38@yahoo.com,40,male,hyderabad,no,night-owl,both,dr. sanitizer,none,travelling,vegetarian,quite,ambivert,playing a musical instrument
212,rohan,9404502372,rohan447@yahoo.com,16,male,patna,yes,morning-time,only smokes,deo defender,none,travelling,vegetarian,moderate,extrovert,cooking/baking
213,raunak,9646805719,raunak323@yahoo.com,29,male,chennai,no,night-owl,none,deo defender,none,travelling,vegan,moderate,introvert,cooking/baking
214,rajdeep,6495792659,rajdeep695@outlook.com,64,male,hyderabad,no,night-owl,only drinks,forgotten toothbrush,none,working,vegetarian,quite,introvert,gardening
215,shobha,7533531909,shobha58@hotmail.com,52,female,mumbai,no,humming bird,both,deo defender,asthma,travelling,vegetarian,moderate,extrovert,hiking
216,deva,6923081895,deva733@yahoo.com,18,male,chennai,no,morning-time,only drinks,dr. sanitizer,none,travelling,non-vegetarian,rock,introvert,reading
217,afreen,8651882818,afreen318@gmail.com,27,female,kolkata,no,night-owl,both,forgotten toothbrush,none,student,vegetarian,quite,extrovert,painting
218,priya,8489166569,priya840@gmail.com,58,others,ahmedabad,no,morning-time,none,dr. sanitizer,migraine,working,vegetarian,moderate,extrovert,photography
219,prerna,6166402081,prerna890@hotmail.com,17,female,jaipur,no,humming bird,only smokes,forgotten toothbrush,obesity,travelling,non-vegetarian,rock,extrovert,painting
220,rajat,7104357907,rajat340@gmail.com,39,male,jaipur,no,humming bird,none,deo defender,none,travelling,vegan,moderate,extrovert,reading
221,karandeep,8927857630,karandeep237@hotmail.com,52,male,kolkata,no,morning-time,both,deo defender,asthma,working,vegetarian,moderate,extrovert,hiking
222,isha,7888954012,isha196@hotmail.com,61,female,ahmedabad,no,night-owl,only drinks,deo defender,obesity,student,non-vegetarian,quite,ambivert,learning a new language
223,meera,7042895570,meera689@outlook.com,36,female,mumbai,no,morning-time,only drinks,deo defender,none,working,vegetarian,moderate,introvert,learning a new language
224,aishwarya,8898516805,aishwarya820@gmail.com,47,female,delhi,no,night-owl,none,forgotten toothbrush,none,student,vegetarian,quite,ambivert,video games
225,bhavya,9062328748,bhavya1@hotmail.com,49,female,mumbai,yes,humming bird,both,dr. sanitizer,none,travelling,vegetarian,moderate,extrovert,photography
226,nirmala,9975622420,nirmala326@gmail.com,23,female,delhi,no,morning-time,none,forgotten toothbrush,none,student,vegetarian,quite,introvert,video games
227,anjali,9805664951,anjali589@outlook.com,42,female,kolkata,no,humming bird,both,forgotten toothbrush,none,student,vegetarian,rock,introvert,hiking
228,rajat,7501481164,rajat730@outlook.com,16,male,mumbai,no,night-owl,none,dr. sanitizer,none,travelling,vegetarian,quite,extrovert,video games
229,aditya,6916872046,aditya290@hotmail.com,34,male,ahmedabad,no,night-owl,only drinks,deo defender,none,working,vegetarian,moderate,extrovert,hiking
230,usha,9043861808,usha119@hotmail.com,63,female,bangalore,no,humming bird,none,forgotten toothbrush,asthma,working,vegetarian,moderate,introvert,learning a new language
231,prem,7674613358,prem328@gmail.com,23,male,chennai,no,morning-time,both,dr. sanitizer,none,working,vegetarian,quite,introvert,painting
232,pankaj,9488529966,pankaj595@outlook.com,57,male,patna,no,night-owl,none,deo defender,none,working,vegetarian,moderate,introvert,cooking/baking
233,adnan,6275518806,adnan844@gmail.com,61,male,pune,no,night-owl,only drinks,forgotten toothbrush,none,working,vegetarian,quite,introvert,painting
234,mohan,8214159688,mohan194@gmail.com,64,male,mumbai,yes,humming bird,only smokes,deo defender,none,working,vegetarian,quite,ambivert,writing
235,murali,6710215574,murali638@outlook.com,61,male,patna,no,humming bird,both,deo defender,none,travelling,vegetarian,moderate,ambivert,reading
236,alok,6494930303,alok92@hotmail.com,26,male,chennai,no,humming bird,none,forgotten toothbrush,none,student,vegetarian,rock,introvert,cooking/baking
237,arun,9244678098,arun50@gmail.com,26,male,patna,no,night-owl,none,dr. sanitizer,none,student,vegetarian,rock,introvert,learning a new language
238,raunak,9813541250,raunak732@outlook.com,63,male,delhi,no,humming bird,only drinks,deo defender,asthma,travelling,vegan,rock,ambivert,hiking
239,saanvi,8858987135,saanvi445@gmail.com,22,female,delhi,no,night-owl,only smokes,dr. sanitizer,none,travelling,vegan,rock,ambivert,playing a musical instrument
240,divya,8585452663,divya408@outlook.com,30,others,kolkata,no,morning-time,both,deo defender,thyroid,working,vegetarian,moderate,ambivert,writing
241,harpreet,7887945323,harpreet444@outlook.com,26,male,jaipur,no,morning-time,only smokes,deo defender,none,working,vegetarian,moderate,ambivert,gardening
242,sunita,9546635315,sunita728@yahoo.com,65,female,patna,no,humming bird,none,deo defender,none,student,vegetarian,moderate,extrovert,cooking/baking
243,ramya,9639416804,ramya533@outlook.com,52,female,chennai,no,night-owl,none,deo defender,none,student,vegetarian,moderate,extrovert,video games
244,prerna,9463241460,prerna342@gmail.com,57,female,ahmedabad,no,humming bird,none,deo defender,none,working,eggetarian,quite,ambivert,video games
245,sangeeta,7898098476,sangeeta883@hotmail.com,23,female,patna,no,morning-time,only drinks,dr. sanitizer,diabetes,student,vegetarian,rock,extrovert,painting
246,neha,7596002697,neha877@yahoo.com,56,female,bangalore,no,morning-time,both,dr. sanitizer,none,travelling,vegetarian,quite,introvert,gardening
247,nida,7704023215,nida137@yahoo.com,64,female,jaipur,no,humming bird,only drinks,forgotten toothbrush,diabetes,working,non-vegetarian,moderate,introvert,learning a new language
248,tanvi,6689137863,tanvi63@outlook.com,56,female,mumbai,no,humming bird,none,dr. sanitizer,none,student,vegan,moderate,introvert,learning a new language
249,mansi,6332494744,mansi472@yahoo.com,51,female,kolkata,no,humming bird,only smokes,deo defender,diabetes,travelling,non-vegetarian,moderate,introvert,hiking
250,harpreet,7509108287,harpreet242@outlook.com,39,male,ahmedabad,no,humming bird,only smokes,deo defender,none,travelling,vegetarian,rock,extrovert,painting
251,nisha,9961020406,nisha437@yahoo.com,63,female,pune,no,night-owl,only smokes,forgotten toothbrush,none,working,vegetarian,moderate,introvert,playing a musical instrument
252,lalit,7939141134,lalit351@yahoo.com,43,male,patna,no,morning-time,none,forgotten toothbrush,none,travelling,vegetarian,quite,introvert,gardening
253,kamini,7481741492,kamini818@outlook.com,57,female,chennai,no,night-owl,none,deo defender,none,student,vegetarian,quite,ambivert,playing a musical instrument
254,swati,8980135105,swati696@hotmail.com,49,female,ahmedabad,no,humming bird,none,deo defender,none,travelling,vegetarian,rock,ambivert,learning a new language
255,aishwarya,8773690668,aishwarya467@outlook.com,22,female,bangalore,no,humming bird,only smokes,forgotten toothbrush,none,travelling,vegetarian,rock,introvert,learning a new language
256,mukesh,7516877234,mukesh90@hotmail.com,32,male,chennai,no,humming bird,only drinks,deo defender,none,working,vegetarian,quite,introvert,playing a musical instrument
257,mukesh,7404571424,mukesh230@yahoo.com,42,male,mumbai,yes,morning-time,both,deo defender,none,working,vegetarian,moderate,extrovert,learning a new language
258,dinesh,9959561956,dinesh845@outlook.com,52,male,patna,no,morning-time,none,deo defender,none,travelling,vegetarian,quite,extrovert,hiking
259,pari,8577294070,pari423@outlook.com,47,female,chennai,no,night-owl,only drinks,forgotten toothbrush,none,travelling,vegan,rock,extrovert,painting
260,pallavi,7665603662,pallavi166@hotmail.com,21,female,delhi,no,humming bird,both,forgotten toothbrush,alzheimer’s,travelling,vegetarian,rock,ambivert,hiking
261,seema,8698838126,seema904@yahoo.com,54,female,mumbai,no,morning-time,none,forgotten toothbrush,none,working,non-vegetarian,moderate,introvert,gardening
262,amir,7687678191,amir685@hotmail.com,57,male,patna,no,morning-time,only smokes,deo defender,asthma,travelling,vegetarian,quite,extrovert,playing a musical instrument
263,sushma,8050675345,sushma356@outlook.com,16,female,jaipur,no,humming bird,both,dr. sanitizer,diabetes,student,vegetarian,rock,extrovert,writing
264,baljeet,7573669572,baljeet394@yahoo.com,27,others,pune,no,humming bird,none,deo defender,none,working,non-vegetarian,moderate,introvert,cooking/baking
265,sachin,8523286001,sachin457@gmail.com,60,male,ahmedabad,yes,morning-time,none,forgotten toothbrush,none,student,vegetarian,rock,extrovert,cooking/baking
266,pushpa,6383941313,pushpa625@yahoo.com,37,female,ahmedabad,no,morning-time,both,forgotten toothbrush,none,working,vegetarian,quite,extrovert,painting
267,gurpreet,8741124260,gurpreet675@hotmail.com,55,male,bangalore,no,humming bird,only drinks,forgotten toothbrush,none,working,vegetarian,quite,ambivert,learning a new language
268,seema,6366177064,seema310@gmail.com,63,female,chennai,no,morning-time,both,forgotten toothbrush,none,student,vegetarian,quite,introvert,video games
269,narayan,7107270066,narayan620@outlook.com,24,male,jaipur,no,humming bird,only smokes,forgotten toothbrush,none,working,non-vegetarian,quite,ambivert,hiking
270,ravi,6447124799,ravi332@hotmail.com,36,male,bangalore,no,humming bird,only smokes,dr. sanitizer,none,travelling,vegetarian,quite,extrovert,cooking/baking
271,harshit,6148020125,harshit812@gmail.com,19,male,bangalore,no,humming bird,none,deo defender,obesity,working,vegetarian,rock,extrovert,photography
272,vivek,6347727116,vivek670@hotmail.com,33,male,mumbai,no,night-owl,only smokes,forgotten toothbrush,none,working,eggetarian,rock,introvert,photography
273,mahendra,7065132050,mahendra670@outlook.com,39,others,chennai,no,humming bird,none,forgotten toothbrush,asthma,working,non-vegetarian,rock,introvert,photography
274,diya,9807809281,diya555@yahoo.com,24,female,mumbai,no,humming bird,both,forgotten toothbrush,none,travelling,vegetarian,rock,introvert,learning a new language
275,farhan,8328736741,farhan891@yahoo.com,16,male,jaipur,no,humming bird,none,dr. sanitizer,none,working,vegetarian,moderate,ambivert,hiking
276,neha,6892360744,neha735@yahoo.com,55,female,bangalore,no,humming bird,only smokes,dr. sanitizer,none,student,non-vegetarian,moderate,extrovert,video games
277,rajesh,9250302461,rajesh667@yahoo.com,25,male,ahmedabad,no,humming bird,only smokes,dr. sanitizer,none,student,non-vegetarian,quite,ambivert,video games
278,harshit,9679087086,harshit161@yahoo.com,29,male,chennai,no,night-owl,only drinks,deo defender,none,student,vegetarian,rock,extrovert,gardening
279,savita,9090687887,savita965@gmail.com,18,female,ahmedabad,no,night-owl,none,dr. sanitizer,none,student,vegetarian,quite,ambivert,playing a musical instrument
280,payal,6216988619,payal659@outlook.com,33,female,bangalore,no,humming bird,none,deo defender,none,working,vegetarian,moderate,extrovert,photography
281,madhu,9366104596,madhu571@yahoo.com,27,female,patna,no,morning-time,none,forgotten toothbrush,none,student,vegetarian,quite,ambivert,gardening
282,reshma,9874462415,reshma204@gmail.com,65,female,kolkata,no,morning-time,only drinks,dr. sanitizer,none,working,eggetarian,quite,ambivert,hiking
283,bhavya,8958248825,bhavya368@hotmail.com,65,female,delhi,no,morning-time,both,deo defender,none,student,vegan,rock,ambivert,hiking
284,simran,7434243403,simran882@hotmail.com,60,female,delhi,no,humming bird,only drinks,forgotten toothbrush,none,working,eggetarian,moderate,ambivert,photography
285,pankaj,7393100154,pankaj871@outlook.com,55,male,mumbai,no,morning-time,only smokes,dr. sanitizer,none,travelling,vegetarian,moderate,introvert,hiking
286,pankaj,7169279388,pankaj764@hotmail.com,43,male,hyderabad,no,humming bird,both,dr. sanitizer,diabetes,travelling,vegetarian,quite,extrovert,writing
287,vidya,7160944890,vidya617@hotmail.com,29,others,ahmedabad,no,morning-time,none,forgotten toothbrush,none,travelling,non-vegetarian,moderate,extrovert,learning a new language
288,shreya,9839450522,shreya468@outlook.com,58,female,kolkata,no,humming bird,only drinks,dr. sanitizer,diabetes,travelling,vegetarian,rock,ambivert,video games
289,sejal,8840706841,sejal751@outlook.com,22,female,delhi,no,humming bird,none,forgotten toothbrush,none,working,vegetarian,moderate,extrovert,video games
290,rajdeep,8426368723,rajdeep838@gmail.com,28,male,delhi,no,humming bird,both,deo defender,thyroid,student,vegetarian,rock,extrovert,playing a musical instrument
